company_id,created_at,event_type,asset_id,trial_id,evidence_id,payload_json
jnj,,trial_assets_linked,,41,44,"{""nct_id"": ""NCT05083182"", ""linked_assets"": 2}"
jnj,,trial_assets_linked,,42,45,"{""nct_id"": ""NCT06807593"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,43,46,"{""nct_id"": ""NCT03941132"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,44,47,"{""nct_id"": ""NCT05299931"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,45,48,"{""nct_id"": ""NCT02103361"", ""linked_assets"": 2}"
jnj,,trial_assets_linked,,47,50,"{""nct_id"": ""NCT05387031"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,48,51,"{""nct_id"": ""NCT04496063"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,49,52,"{""nct_id"": ""NCT04033445"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,50,53,"{""nct_id"": ""NCT03451851"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,52,55,"{""nct_id"": ""NCT06663332"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,53,56,"{""nct_id"": ""NCT05242471"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,54,57,"{""nct_id"": ""NCT05049798"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,55,58,"{""nct_id"": ""NCT07141004"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,56,59,"{""nct_id"": ""NCT04929210"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,58,61,"{""nct_id"": ""NCT06408935"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,59,62,"{""nct_id"": ""NCT05347095"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,61,64,"{""nct_id"": ""NCT05242484"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,63,66,"{""nct_id"": ""NCT05923073"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,64,67,"{""nct_id"": ""NCT04936308"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,68,71,"{""nct_id"": ""NCT04882098"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,69,72,"{""nct_id"": ""NCT06651489"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,71,74,"{""nct_id"": ""NCT05669833"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,72,75,"{""nct_id"": ""NCT05004727"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,73,76,"{""nct_id"": ""NCT06586281"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,74,77,"{""nct_id"": ""NCT06563323"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,75,78,"{""nct_id"": ""NCT04645355"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,76,79,"{""nct_id"": ""NCT05858632"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,78,81,"{""nct_id"": ""NCT07196748"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,83,86,"{""nct_id"": ""NCT06251076"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,84,87,"{""nct_id"": ""NCT07110844"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,85,88,"{""nct_id"": ""NCT06477783"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,86,89,"{""nct_id"": ""NCT07227454"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,100,103,"{""nct_id"": ""NCT05601973"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,101,104,"{""nct_id"": ""NCT07227025"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,102,105,"{""nct_id"": ""NCT05379595"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,103,106,"{""nct_id"": ""NCT07276399"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,104,107,"{""nct_id"": ""NCT07225946"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,106,109,"{""nct_id"": ""NCT07319871"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,108,111,"{""nct_id"": ""NCT07164443"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,112,115,"{""nct_id"": ""NCT06577025"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,119,122,"{""nct_id"": ""NCT07295951"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,120,123,"{""nct_id"": ""NCT04811560"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,121,124,"{""nct_id"": ""NCT06852222"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,122,125,"{""nct_id"": ""NCT05453903"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,123,126,"{""nct_id"": ""NCT05243797"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,124,127,"{""nct_id"": ""NCT04557098"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,125,128,"{""nct_id"": ""NCT05338775"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,127,130,"{""nct_id"": ""NCT05552222"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,128,131,"{""nct_id"": ""NCT05083169"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,129,132,"{""nct_id"": ""NCT04586426"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,130,133,"{""nct_id"": ""NCT06425991"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,131,134,"{""nct_id"": ""NCT05572515"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,132,135,"{""nct_id"": ""NCT04722146"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,133,136,"{""nct_id"": ""NCT04108195"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,134,137,"{""nct_id"": ""NCT04696809"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,135,138,"{""nct_id"": ""NCT07105059"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,136,139,"{""nct_id"": ""NCT07030517"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,139,142,"{""nct_id"": ""NCT07258511"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,140,143,"{""nct_id"": ""NCT06649695"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,141,144,"{""nct_id"": ""NCT05572229"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,142,145,"{""nct_id"": ""NCT06993675"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,143,146,"{""nct_id"": ""NCT07107529"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,145,148,"{""nct_id"": ""NCT05469893"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,146,149,"{""nct_id"": ""NCT05849610"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,147,150,"{""nct_id"": ""NCT06353022"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,148,151,"{""nct_id"": ""NCT06100237"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,149,152,"{""nct_id"": ""NCT06505369"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,151,154,"{""nct_id"": ""NCT06662786"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,152,155,"{""nct_id"": ""NCT05908734"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,153,156,"{""nct_id"": ""NCT06532032"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,154,157,"{""nct_id"": ""NCT05498428"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,155,158,"{""nct_id"": ""NCT06750094"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,156,159,"{""nct_id"": ""NCT06667076"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,157,160,"{""nct_id"": ""NCT06385080"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,160,163,"{""nct_id"": ""NCT05488314"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,161,164,"{""nct_id"": ""NCT02609776"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,164,167,"{""nct_id"": ""NCT04077463"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,165,168,"{""nct_id"": ""NCT04988295"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,166,169,"{""nct_id"": ""NCT04487080"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,167,170,"{""nct_id"": ""NCT05663866"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,168,171,"{""nct_id"": ""NCT04538664"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,169,172,"{""nct_id"": ""NCT05299125"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,170,173,"{""nct_id"": ""NCT05117931"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,172,175,"{""nct_id"": ""NCT06632236"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,174,177,"{""nct_id"": ""NCT03767075"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,175,178,"{""nct_id"": ""NCT06878404"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,176,179,"{""nct_id"": ""NCT07196722"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,177,180,"{""nct_id"": ""NCT06807424"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,178,181,"{""nct_id"": ""NCT06559306"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,183,186,"{""nct_id"": ""NCT05912517"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,185,188,"{""nct_id"": ""NCT05327114"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,186,189,"{""nct_id"": ""NCT06741969"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,187,190,"{""nct_id"": ""NCT06449651"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,188,191,"{""nct_id"": ""NCT05379634"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,189,192,"{""nct_id"": ""NCT06533098"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,190,193,"{""nct_id"": ""NCT07217587"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,191,194,"{""nct_id"": ""NCT05265273"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,192,195,"{""nct_id"": ""NCT04883619"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,193,196,"{""nct_id"": ""NCT04951622"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,1,208,"{""nct_id"": ""NCT05972135"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,2,209,"{""nct_id"": ""NCT06285318"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,3,210,"{""nct_id"": ""NCT06208150"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,7,214,"{""nct_id"": ""NCT04267887"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,8,215,"{""nct_id"": ""NCT05818683"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,9,216,"{""nct_id"": ""NCT05901649"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,10,217,"{""nct_id"": ""NCT05884398"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,11,218,"{""nct_id"": ""NCT04557059"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,12,219,"{""nct_id"": ""NCT03523442"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,13,220,"{""nct_id"": ""NCT03767244"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,14,221,"{""nct_id"": ""NCT04108208"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,15,222,"{""nct_id"": ""NCT04325828"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,16,223,"{""nct_id"": ""NCT04662580"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,17,224,"{""nct_id"": ""NCT07002320"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,18,225,"{""nct_id"": ""NCT05960578"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,19,226,"{""nct_id"": ""NCT06274047"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,21,228,"{""nct_id"": ""NCT04181203"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,22,229,"{""nct_id"": ""NCT06067269"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,24,231,"{""nct_id"": ""NCT02913196"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,25,232,"{""nct_id"": ""NCT03903835"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,26,233,"{""nct_id"": ""NCT03902951"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,29,236,"{""nct_id"": ""NCT03141671"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,30,237,"{""nct_id"": ""NCT03899077"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,32,239,"{""nct_id"": ""NCT03466411"", ""linked_assets"": 2}"
jnj,,trial_assets_linked,,34,241,"{""nct_id"": ""NCT03218488"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,36,243,"{""nct_id"": ""NCT06934226"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,37,244,"{""nct_id"": ""NCT05092269"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,38,245,"{""nct_id"": ""NCT04372108"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,41,248,"{""nct_id"": ""NCT05083182"", ""linked_assets"": 2}"
jnj,,trial_assets_linked,,42,249,"{""nct_id"": ""NCT06807593"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,43,250,"{""nct_id"": ""NCT03941132"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,44,251,"{""nct_id"": ""NCT05299931"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,45,252,"{""nct_id"": ""NCT02103361"", ""linked_assets"": 2}"
jnj,,trial_assets_linked,,47,254,"{""nct_id"": ""NCT05387031"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,48,255,"{""nct_id"": ""NCT04496063"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,49,256,"{""nct_id"": ""NCT04033445"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,50,257,"{""nct_id"": ""NCT03451851"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,52,259,"{""nct_id"": ""NCT06663332"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,53,260,"{""nct_id"": ""NCT05242471"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,54,261,"{""nct_id"": ""NCT05049798"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,55,262,"{""nct_id"": ""NCT07141004"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,56,263,"{""nct_id"": ""NCT04929210"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,58,265,"{""nct_id"": ""NCT06408935"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,59,266,"{""nct_id"": ""NCT05347095"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,61,268,"{""nct_id"": ""NCT05242484"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,63,270,"{""nct_id"": ""NCT05923073"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,64,271,"{""nct_id"": ""NCT04936308"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,68,275,"{""nct_id"": ""NCT04882098"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,69,276,"{""nct_id"": ""NCT06651489"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,71,278,"{""nct_id"": ""NCT05669833"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,72,279,"{""nct_id"": ""NCT05004727"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,73,280,"{""nct_id"": ""NCT06586281"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,74,281,"{""nct_id"": ""NCT06563323"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,75,282,"{""nct_id"": ""NCT04645355"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,76,283,"{""nct_id"": ""NCT05858632"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,78,285,"{""nct_id"": ""NCT07196748"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,83,290,"{""nct_id"": ""NCT06251076"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,84,291,"{""nct_id"": ""NCT07110844"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,85,292,"{""nct_id"": ""NCT06477783"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,86,293,"{""nct_id"": ""NCT07227454"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,100,307,"{""nct_id"": ""NCT05601973"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,101,308,"{""nct_id"": ""NCT07227025"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,102,309,"{""nct_id"": ""NCT05379595"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,103,310,"{""nct_id"": ""NCT07276399"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,104,311,"{""nct_id"": ""NCT07225946"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,106,313,"{""nct_id"": ""NCT07319871"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,108,315,"{""nct_id"": ""NCT07164443"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,112,319,"{""nct_id"": ""NCT06577025"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,119,326,"{""nct_id"": ""NCT07295951"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,120,327,"{""nct_id"": ""NCT04811560"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,121,328,"{""nct_id"": ""NCT06852222"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,122,329,"{""nct_id"": ""NCT05453903"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,123,330,"{""nct_id"": ""NCT05243797"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,124,331,"{""nct_id"": ""NCT04557098"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,125,332,"{""nct_id"": ""NCT05338775"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,127,334,"{""nct_id"": ""NCT05552222"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,128,335,"{""nct_id"": ""NCT05083169"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,129,336,"{""nct_id"": ""NCT04586426"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,130,337,"{""nct_id"": ""NCT06425991"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,131,338,"{""nct_id"": ""NCT05572515"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,132,339,"{""nct_id"": ""NCT04722146"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,133,340,"{""nct_id"": ""NCT04108195"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,134,341,"{""nct_id"": ""NCT04696809"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,135,342,"{""nct_id"": ""NCT07105059"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,136,343,"{""nct_id"": ""NCT07030517"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,139,346,"{""nct_id"": ""NCT07258511"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,140,347,"{""nct_id"": ""NCT06649695"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,141,348,"{""nct_id"": ""NCT05572229"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,142,349,"{""nct_id"": ""NCT06993675"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,143,350,"{""nct_id"": ""NCT07107529"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,145,352,"{""nct_id"": ""NCT05469893"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,146,353,"{""nct_id"": ""NCT05849610"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,147,354,"{""nct_id"": ""NCT06353022"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,148,355,"{""nct_id"": ""NCT06100237"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,149,356,"{""nct_id"": ""NCT06505369"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,151,358,"{""nct_id"": ""NCT06662786"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,152,359,"{""nct_id"": ""NCT05908734"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,153,360,"{""nct_id"": ""NCT06532032"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,154,361,"{""nct_id"": ""NCT05498428"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,155,362,"{""nct_id"": ""NCT06750094"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,156,363,"{""nct_id"": ""NCT06667076"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,157,364,"{""nct_id"": ""NCT06385080"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,160,367,"{""nct_id"": ""NCT05488314"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,161,368,"{""nct_id"": ""NCT02609776"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,164,371,"{""nct_id"": ""NCT04077463"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,165,372,"{""nct_id"": ""NCT04988295"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,166,373,"{""nct_id"": ""NCT04487080"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,167,374,"{""nct_id"": ""NCT05663866"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,168,375,"{""nct_id"": ""NCT04538664"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,169,376,"{""nct_id"": ""NCT05299125"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,170,377,"{""nct_id"": ""NCT05117931"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,172,379,"{""nct_id"": ""NCT06632236"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,174,381,"{""nct_id"": ""NCT03767075"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,175,382,"{""nct_id"": ""NCT06878404"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,176,383,"{""nct_id"": ""NCT07196722"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,177,384,"{""nct_id"": ""NCT06807424"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,178,385,"{""nct_id"": ""NCT06559306"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,183,390,"{""nct_id"": ""NCT05912517"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,185,392,"{""nct_id"": ""NCT05327114"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,186,393,"{""nct_id"": ""NCT06741969"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,187,394,"{""nct_id"": ""NCT06449651"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,188,395,"{""nct_id"": ""NCT05379634"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,189,396,"{""nct_id"": ""NCT06533098"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,190,397,"{""nct_id"": ""NCT07217587"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,191,398,"{""nct_id"": ""NCT05265273"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,192,399,"{""nct_id"": ""NCT04883619"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,193,400,"{""nct_id"": ""NCT04951622"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,1,412,"{""nct_id"": ""NCT05972135"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,2,413,"{""nct_id"": ""NCT06285318"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,3,414,"{""nct_id"": ""NCT06208150"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,7,418,"{""nct_id"": ""NCT04267887"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,8,419,"{""nct_id"": ""NCT05818683"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,9,420,"{""nct_id"": ""NCT05901649"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,10,421,"{""nct_id"": ""NCT05884398"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,11,422,"{""nct_id"": ""NCT04557059"", ""linked_assets"": 1}"
jnj,,trial_assets_linked,,12,423,"{""nct_id"": ""NCT03523442"", ""linked_assets"": 1}"
